Time in s	CH I in Volt	CH II in Volt	
3.05E-5	-8.20E-03	-4.00E-04	
3.055E-5	-8.20E-03	-4.00E-04	
3.06E-5	-8.20E-03	-2.00E-04	
3.065E-5	-8.20E-03	-2.00E-04	
3.07E-5	-8.40E-03	-2.00E-04	
3.075E-5	-8.40E-03	-2.00E-04	
3.08E-5	-8.40E-03	-2.00E-04	
3.085E-5	-8.40E-03	-2.00E-04	
3.09E-5	-8.40E-03	-2.00E-04	
3.095E-5	-8.60E-03	-2.00E-04	
3.1E-5	-8.60E-03	-2.00E-04	
3.105E-5	-8.60E-03	-2.00E-04	
3.11E-5	-8.80E-03	-2.00E-04	
3.115E-5	-8.80E-03	0.00E+00	
3.12E-5	-8.80E-03	-2.00E-04	
3.125E-5	-8.80E-03	-2.00E-04	
3.13E-5	-9.00E-03	0.00E+00	
3.135E-5	-9.00E-03	0.00E+00	
3.14E-5	-9.00E-03	0.00E+00	
3.145E-5	-9.00E-03	0.00E+00	
3.15E-5	-9.00E-03	0.00E+00	
3.155E-5	-9.20E-03	0.00E+00	
3.16E-5	-9.20E-03	0.00E+00	
3.165E-5	-9.20E-03	0.00E+00	
3.17E-5	-9.20E-03	0.00E+00	
3.175E-5	-9.40E-03	0.00E+00	
3.18E-5	-9.40E-03	2.00E-04	
3.185E-5	-9.40E-03	0.00E+00	
3.19E-5	-9.60E-03	2.00E-04	
3.195E-5	-9.60E-03	0.00E+00	
3.2E-5	-9.60E-03	2.00E-04	
3.205E-5	-9.80E-03	2.00E-04	
3.21E-5	-9.80E-03	0.00E+00	
3.215E-5	-9.80E-03	2.00E-04	
3.22E-5	-9.80E-03	2.00E-04	
3.225E-5	-9.80E-03	2.00E-04	
3.23E-5	-9.80E-03	2.00E-04	
3.235E-5	-1.00E-02	2.00E-04	
3.24E-5	-1.00E-02	2.00E-04	
3.245E-5	-1.00E-02	2.00E-04	
3.25E-5	-1.00E-02	2.00E-04	
3.255E-5	-1.00E-02	2.00E-04	
3.26E-5	-1.02E-02	4.00E-04	
3.265E-5	-1.02E-02	2.00E-04	
3.27E-5	-1.02E-02	2.00E-04	
3.275E-5	-1.02E-02	2.00E-04	
3.28E-5	-1.02E-02	2.00E-04	
3.285E-5	-1.02E-02	2.00E-04	
3.29E-5	-1.02E-02	0.00E+00	
3.295E-5	-1.02E-02	2.00E-04	
3.3E-5	-1.02E-02	2.00E-04	
3.305E-5	-1.02E-02	2.00E-04	
3.31E-5	-1.02E-02	2.00E-04	
3.315E-5	-1.02E-02	2.00E-04	
3.32E-5	-1.02E-02	2.00E-04	
3.325E-5	-1.02E-02	0.00E+00	
3.33E-5	-1.02E-02	0.00E+00	
3.335E-5	-1.02E-02	2.00E-04	
3.34E-5	-1.02E-02	0.00E+00	
3.345E-5	-1.02E-02	0.00E+00	
3.35E-5	-1.00E-02	2.00E-04	
3.355E-5	-1.00E-02	2.00E-04	
3.36E-5	-1.00E-02	0.00E+00	
3.365E-5	-1.00E-02	0.00E+00	
3.37E-5	-1.00E-02	0.00E+00	
3.375E-5	-1.00E-02	0.00E+00	
3.38E-5	-1.00E-02	0.00E+00	
3.385E-5	-1.00E-02	0.00E+00	
3.39E-5	-1.00E-02	0.00E+00	
3.395E-5	-9.80E-03	0.00E+00	
3.4E-5	-9.80E-03	0.00E+00	
3.405E-5	-9.80E-03	0.00E+00	
3.41E-5	-9.80E-03	0.00E+00	
3.415E-5	-9.80E-03	-2.00E-04	
3.42E-5	-9.80E-03	-2.00E-04	
3.425E-5	-9.80E-03	-2.00E-04	
3.43E-5	-9.80E-03	0.00E+00	
3.435E-5	-9.80E-03	0.00E+00	
3.44E-5	-9.60E-03	-2.00E-04	
3.445E-5	-9.60E-03	0.00E+00	
3.45E-5	-9.60E-03	0.00E+00	
3.455E-5	-9.60E-03	0.00E+00	
3.46E-5	-9.60E-03	-2.00E-04	
3.465E-5	-9.60E-03	-2.00E-04	
3.47E-5	-9.60E-03	-2.00E-04	
3.475E-5	-9.60E-03	-4.00E-04	
3.48E-5	-9.60E-03	0.00E+00	
3.485E-5	-9.60E-03	-4.00E-04	
3.49E-5	-9.40E-03	-2.00E-04	
3.495E-5	-9.40E-03	-2.00E-04	
3.5E-5	-9.40E-03	-4.00E-04	
3.505E-5	-9.40E-03	-2.00E-04	
3.51E-5	-9.40E-03	-2.00E-04	
3.515E-5	-9.40E-03	-2.00E-04	
3.52E-5	-9.40E-03	-4.00E-04	
3.525E-5	-9.60E-03	-2.00E-04	
3.53E-5	-9.60E-03	-4.00E-04	
3.535E-5	-9.60E-03	-2.00E-04	
3.54E-5	-9.60E-03	-4.00E-04	
3.545E-5	-9.60E-03	-4.00E-04	
3.55E-5	-9.60E-03	-4.00E-04	
3.555E-5	-9.60E-03	-4.00E-04	
3.56E-5	-9.60E-03	-4.00E-04	
3.565E-5	-9.60E-03	-4.00E-04	
3.57E-5	-9.60E-03	-2.00E-04	
3.575E-5	-9.60E-03	-4.00E-04	
3.58E-5	-9.60E-03	-6.00E-04	
3.585E-5	-9.80E-03	-4.00E-04	
3.59E-5	-9.80E-03	-4.00E-04	
3.595E-5	-9.80E-03	-4.00E-04	
3.6E-5	-9.80E-03	-4.00E-04	
3.605E-5	-9.80E-03	-4.00E-04	
3.61E-5	-9.80E-03	-4.00E-04	
3.615E-5	-1.00E-02	-4.00E-04	
3.62E-5	-1.00E-02	-6.00E-04	
3.625E-5	-1.00E-02	-2.00E-04	
3.63E-5	-1.02E-02	-4.00E-04	
3.635E-5	-1.02E-02	-4.00E-04	
3.64E-5	-1.02E-02	-4.00E-04	
3.645E-5	-1.02E-02	-4.00E-04	
3.65E-5	-1.02E-02	-2.00E-04	
3.655E-5	-1.02E-02	-6.00E-04	
3.66E-5	-1.04E-02	-4.00E-04	
3.665E-5	-1.04E-02	-6.00E-04	
3.67E-5	-1.04E-02	-4.00E-04	
3.675E-5	-1.04E-02	-4.00E-04	
3.68E-5	-1.06E-02	-6.00E-04	
3.685E-5	-1.06E-02	-4.00E-04	
3.69E-5	-1.06E-02	-4.00E-04	
3.695E-5	-1.06E-02	-4.00E-04	
3.7E-5	-1.06E-02	-4.00E-04	
3.705E-5	-1.06E-02	-4.00E-04	
3.71E-5	-1.08E-02	-4.00E-04	
3.715E-5	-1.08E-02	-4.00E-04	
3.72E-5	-1.08E-02	-4.00E-04	
3.725E-5	-1.10E-02	-4.00E-04	
3.73E-5	-1.10E-02	-4.00E-04	
3.735E-5	-1.10E-02	-4.00E-04	
3.74E-5	-1.10E-02	-6.00E-04	
3.745E-5	-1.10E-02	-4.00E-04	
3.75E-5	-1.10E-02	-6.00E-04	
3.755E-5	-1.10E-02	-4.00E-04	
3.76E-5	-1.10E-02	-4.00E-04	
3.765E-5	-1.12E-02	-4.00E-04	
3.77E-5	-1.12E-02	-6.00E-04	
3.775E-5	-1.12E-02	-4.00E-04	
3.78E-5	-1.12E-02	-4.00E-04	
3.785E-5	-1.12E-02	-4.00E-04	
3.79E-5	-1.12E-02	-4.00E-04	
3.795E-5	-1.12E-02	-4.00E-04	
3.8E-5	-1.12E-02	-4.00E-04	
3.805E-5	-1.12E-02	-2.00E-04	
3.81E-5	-1.12E-02	-4.00E-04	
3.815E-5	-1.12E-02	-2.00E-04	
3.82E-5	-1.10E-02	-2.00E-04	
3.825E-5	-1.10E-02	-4.00E-04	
3.83E-5	-1.10E-02	-4.00E-04	
3.835E-5	-1.10E-02	-4.00E-04	
3.84E-5	-1.10E-02	-2.00E-04	
3.845E-5	-1.10E-02	-2.00E-04	
3.85E-5	-1.10E-02	-2.00E-04	
3.855E-5	-1.10E-02	-2.00E-04	
3.86E-5	-1.08E-02	-2.00E-04	
3.865E-5	-1.08E-02	-2.00E-04	
3.87E-5	-1.08E-02	-2.00E-04	
3.875E-5	-1.08E-02	-2.00E-04	
3.88E-5	-1.08E-02	0.00E+00	
3.885E-5	-1.08E-02	0.00E+00	
3.89E-5	-1.08E-02	0.00E+00	
3.895E-5	-1.08E-02	-2.00E-04	
3.9E-5	-1.08E-02	-2.00E-04	
3.905E-5	-1.08E-02	0.00E+00	
3.91E-5	-1.08E-02	-2.00E-04	
3.915E-5	-1.06E-02	0.00E+00	
3.92E-5	-1.06E-02	0.00E+00	
3.925E-5	-1.06E-02	0.00E+00	
3.93E-5	-1.06E-02	0.00E+00	
3.935E-5	-1.06E-02	0.00E+00	
3.94E-5	-1.06E-02	2.00E-04	
3.945E-5	-1.06E-02	0.00E+00	
3.95E-5	-1.06E-02	2.00E-04	
3.955E-5	-1.06E-02	0.00E+00	
3.96E-5	-1.06E-02	0.00E+00	
3.965E-5	-1.06E-02	2.00E-04	
3.97E-5	-1.06E-02	2.00E-04	
3.975E-5	-1.04E-02	2.00E-04	
3.98E-5	-1.04E-02	2.00E-04	
3.985E-5	-1.04E-02	2.00E-04	
3.99E-5	-1.04E-02	4.00E-04	
3.995E-5	-1.04E-02	2.00E-04	
4.E-5	-1.04E-02	2.00E-04	
4.005E-5	-1.04E-02	4.00E-04	
4.01E-5	-1.04E-02	2.00E-04	
4.015E-5	-1.04E-02	4.00E-04	
4.02E-5	-1.04E-02	4.00E-04	
4.025E-5	-1.04E-02	2.00E-04	
4.03E-5	-1.06E-02	4.00E-04	
4.035E-5	-1.06E-02	2.00E-04	
4.04E-5	-1.06E-02	4.00E-04	
4.045E-5	-1.06E-02	4.00E-04	
4.05E-5	-1.06E-02	4.00E-04	
4.055E-5	-1.06E-02	4.00E-04	
4.06E-5	-1.06E-02	4.00E-04	
4.065E-5	-1.06E-02	4.00E-04	
4.07E-5	-1.06E-02	4.00E-04	
4.075E-5	-1.06E-02	4.00E-04	
4.08E-5	-1.08E-02	4.00E-04	
4.085E-5	-1.08E-02	6.00E-04	
4.09E-5	-1.08E-02	4.00E-04	
4.095E-5	-1.08E-02	4.00E-04	
4.1E-5	-1.08E-02	6.00E-04	
4.105E-5	-1.08E-02	4.00E-04	
4.11E-5	-1.10E-02	4.00E-04	
4.115E-5	-1.10E-02	4.00E-04	
4.12E-5	-1.10E-02	4.00E-04	
4.125E-5	-1.10E-02	4.00E-04	
4.13E-5	-1.10E-02	4.00E-04	
4.135E-5	-1.10E-02	6.00E-04	
4.14E-5	-1.10E-02	4.00E-04	
4.145E-5	-1.10E-02	4.00E-04	
4.15E-5	-1.10E-02	4.00E-04	
4.155E-5	-1.12E-02	6.00E-04	
4.16E-5	-1.12E-02	4.00E-04	
4.165E-5	-1.12E-02	4.00E-04	
4.17E-5	-1.12E-02	6.00E-04	
4.175E-5	-1.12E-02	4.00E-04	
4.18E-5	-1.14E-02	4.00E-04	
4.185E-5	-1.14E-02	4.00E-04	
4.19E-5	-1.14E-02	4.00E-04	
4.195E-5	-1.14E-02	4.00E-04	
4.2E-5	-1.14E-02	4.00E-04	
4.205E-5	-1.14E-02	6.00E-04	
4.21E-5	-1.14E-02	4.00E-04	
4.215E-5	-1.16E-02	4.00E-04	
4.22E-5	-1.16E-02	4.00E-04	
4.225E-5	-1.16E-02	4.00E-04	
4.23E-5	-1.16E-02	4.00E-04	
4.235E-5	-1.16E-02	4.00E-04	
4.24E-5	-1.18E-02	4.00E-04	
4.245E-5	-1.18E-02	4.00E-04	
4.25E-5	-1.18E-02	2.00E-04	
4.255E-5	-1.18E-02	2.00E-04	
4.26E-5	-1.18E-02	4.00E-04	
4.265E-5	-1.18E-02	4.00E-04	
4.27E-5	-1.18E-02	4.00E-04	
4.275E-5	-1.18E-02	2.00E-04	
4.28E-5	-1.18E-02	4.00E-04	
4.285E-5	-1.18E-02	2.00E-04	
4.29E-5	-1.18E-02	2.00E-04	
4.295E-5	-1.18E-02	4.00E-04	
4.3E-5	-1.18E-02	2.00E-04	
4.305E-5	-1.16E-02	4.00E-04	
4.31E-5	-1.16E-02	4.00E-04	
4.315E-5	-1.16E-02	2.00E-04	
4.32E-5	-1.16E-02	2.00E-04	
4.325E-5	-1.16E-02	4.00E-04	
4.33E-5	-1.16E-02	2.00E-04	
4.335E-5	-1.16E-02	4.00E-04	
4.34E-5	-1.16E-02	4.00E-04	
4.345E-5	-1.16E-02	2.00E-04	
4.35E-5	-1.16E-02	2.00E-04	
4.355E-5	-1.16E-02	4.00E-04	
4.36E-5	-1.16E-02	2.00E-04	
4.365E-5	-1.16E-02	2.00E-04	
4.37E-5	-1.14E-02	4.00E-04	
4.375E-5	-1.14E-02	2.00E-04	
4.38E-5	-1.14E-02	0.00E+00	
4.385E-5	-1.14E-02	2.00E-04	
4.39E-5	-1.14E-02	2.00E-04	
4.395E-5	-1.14E-02	0.00E+00	
4.4E-5	-1.14E-02	2.00E-04	
4.405E-5	-1.12E-02	2.00E-04	
4.41E-5	-1.12E-02	0.00E+00	
4.415E-5	-1.12E-02	0.00E+00	
4.42E-5	-1.12E-02	0.00E+00	
4.425E-5	-1.12E-02	2.00E-04	
4.43E-5	-1.12E-02	2.00E-04	
4.435E-5	-1.12E-02	0.00E+00	
4.44E-5	-1.12E-02	2.00E-04	
4.445E-5	-1.12E-02	2.00E-04	
4.45E-5	-1.12E-02	0.00E+00	
4.455E-5	-1.12E-02	2.00E-04	
4.46E-5	-1.12E-02	2.00E-04	
4.465E-5	-1.12E-02	0.00E+00	
4.47E-5	-1.12E-02	0.00E+00	
4.475E-5	-1.12E-02	0.00E+00	
4.48E-5	-1.10E-02	0.00E+00	
4.485E-5	-1.10E-02	2.00E-04	
4.49E-5	-1.12E-02	-2.00E-04	
4.495E-5	-1.12E-02	0.00E+00	
4.5E-5	-1.12E-02	0.00E+00	
4.505E-5	-1.12E-02	0.00E+00	
4.51E-5	-1.12E-02	0.00E+00	
4.515E-5	-1.12E-02	0.00E+00	
4.52E-5	-1.12E-02	0.00E+00	
4.525E-5	-1.12E-02	0.00E+00	
4.53E-5	-1.12E-02	0.00E+00	
4.535E-5	-1.12E-02	0.00E+00	
4.54E-5	-1.12E-02	-2.00E-04	
4.545E-5	-1.12E-02	2.00E-04	
4.55E-5	-1.12E-02	0.00E+00	
4.555E-5	-1.12E-02	0.00E+00	
4.56E-5	-1.12E-02	2.00E-04	
4.565E-5	-1.12E-02	0.00E+00	
4.57E-5	-1.12E-02	0.00E+00	
4.575E-5	-1.12E-02	0.00E+00	
4.58E-5	-1.14E-02	0.00E+00	
4.585E-5	-1.14E-02	0.00E+00	
4.59E-5	-1.14E-02	-2.00E-04	
4.595E-5	-1.14E-02	0.00E+00	
4.6E-5	-1.14E-02	0.00E+00	
4.605E-5	-1.14E-02	0.00E+00	
4.61E-5	-1.14E-02	0.00E+00	
4.615E-5	-1.14E-02	0.00E+00	
4.62E-5	-1.16E-02	0.00E+00	
4.625E-5	-1.16E-02	0.00E+00	
4.63E-5	-1.16E-02	0.00E+00	
4.635E-5	-1.16E-02	0.00E+00	
4.64E-5	-1.16E-02	0.00E+00	
4.645E-5	-1.16E-02	0.00E+00	
4.65E-5	-1.16E-02	0.00E+00	
4.655E-5	-1.16E-02	2.00E-04	
4.66E-5	-1.16E-02	0.00E+00	
4.665E-5	-1.16E-02	-2.00E-04	
4.67E-5	-1.16E-02	0.00E+00	
4.675E-5	-1.18E-02	2.00E-04	
4.68E-5	-1.18E-02	0.00E+00	
4.685E-5	-1.18E-02	2.00E-04	
4.69E-5	-1.18E-02	2.00E-04	
4.695E-5	-1.18E-02	0.00E+00	
4.7E-5	-1.18E-02	2.00E-04	
4.705E-5	-1.18E-02	2.00E-04	
4.71E-5	-1.18E-02	2.00E-04	
4.715E-5	-1.18E-02	2.00E-04	
4.72E-5	-1.20E-02	2.00E-04	
4.725E-5	-1.20E-02	2.00E-04	
4.73E-5	-1.20E-02	2.00E-04	
4.735E-5	-1.20E-02	2.00E-04	
4.74E-5	-1.20E-02	2.00E-04	
4.745E-5	-1.20E-02	2.00E-04	
4.75E-5	-1.20E-02	2.00E-04	
4.755E-5	-1.20E-02	2.00E-04	
4.76E-5	-1.20E-02	2.00E-04	
4.765E-5	-1.20E-02	4.00E-04	
4.77E-5	-1.20E-02	4.00E-04	
4.775E-5	-1.22E-02	4.00E-04	
4.78E-5	-1.22E-02	4.00E-04	
4.785E-5	-1.22E-02	4.00E-04	
4.79E-5	-1.22E-02	4.00E-04	
4.795E-5	-1.22E-02	4.00E-04	
4.8E-5	-1.22E-02	4.00E-04	
4.805E-5	-1.22E-02	4.00E-04	
4.81E-5	-1.22E-02	4.00E-04	
4.815E-5	-1.22E-02	4.00E-04	
4.82E-5	-1.22E-02	6.00E-04	
4.825E-5	-1.22E-02	4.00E-04	
4.83E-5	-1.22E-02	4.00E-04	
4.835E-5	-1.20E-02	6.00E-04	
4.84E-5	-1.20E-02	6.00E-04	
4.845E-5	-1.20E-02	6.00E-04	
4.85E-5	-1.20E-02	6.00E-04	
4.855E-5	-1.20E-02	6.00E-04	
4.86E-5	-1.20E-02	6.00E-04	
4.865E-5	-1.20E-02	6.00E-04	
4.87E-5	-1.20E-02	4.00E-04	
4.875E-5	-1.20E-02	6.00E-04	
4.88E-5	-1.20E-02	6.00E-04	
4.885E-5	-1.20E-02	6.00E-04	
4.89E-5	-1.18E-02	8.00E-04	
4.895E-5	-1.18E-02	6.00E-04	
4.9E-5	-1.18E-02	6.00E-04	
4.905E-5	-1.18E-02	6.00E-04	
4.91E-5	-1.18E-02	6.00E-04	
4.915E-5	-1.18E-02	6.00E-04	
4.92E-5	-1.18E-02	6.00E-04	
4.925E-5	-1.18E-02	8.00E-04	
4.93E-5	-1.18E-02	6.00E-04	
4.935E-5	-1.16E-02	8.00E-04	
4.94E-5	-1.16E-02	8.00E-04	
4.945E-5	-1.16E-02	6.00E-04	
4.95E-5	-1.16E-02	8.00E-04	
4.955E-5	-1.16E-02	6.00E-04	
4.96E-5	-1.16E-02	8.00E-04	
4.965E-5	-1.16E-02	6.00E-04	
4.97E-5	-1.16E-02	6.00E-04	
4.975E-5	-1.16E-02	8.00E-04	
4.98E-5	-1.16E-02	8.00E-04	
4.985E-5	-1.16E-02	6.00E-04	
4.99E-5	-1.16E-02	6.00E-04	
4.995E-5	-1.16E-02	6.00E-04	
5.E-5	-1.16E-02	8.00E-04	
5.005E-5	-1.14E-02	8.00E-04	
5.01E-5	-1.14E-02	8.00E-04	
5.015E-5	-1.14E-02	8.00E-04	
5.02E-5	-1.14E-02	8.00E-04	
5.025E-5	-1.16E-02	8.00E-04	
5.03E-5	-1.16E-02	6.00E-04	
5.035E-5	-1.16E-02	8.00E-04	
5.04E-5	-1.16E-02	6.00E-04	
5.045E-5	-1.16E-02	6.00E-04	
5.05E-5	-1.16E-02	6.00E-04	
5.055E-5	-1.16E-02	8.00E-04	
5.06E-5	-1.16E-02	8.00E-04	
5.065E-5	-1.16E-02	8.00E-04	
5.07E-5	-1.16E-02	6.00E-04	
5.075E-5	-1.16E-02	8.00E-04	
5.08E-5	-1.16E-02	6.00E-04	
5.085E-5	-1.16E-02	6.00E-04	
5.09E-5	-1.16E-02	6.00E-04	
5.095E-5	-1.16E-02	6.00E-04	
5.1E-5	-1.16E-02	6.00E-04	
5.105E-5	-1.16E-02	6.00E-04	
5.11E-5	-1.18E-02	6.00E-04	
5.115E-5	-1.18E-02	8.00E-04	
5.12E-5	-1.18E-02	8.00E-04	
5.125E-5	-1.18E-02	8.00E-04	
5.13E-5	-1.18E-02	4.00E-04	
5.135E-5	-1.18E-02	6.00E-04	
5.14E-5	-1.18E-02	6.00E-04	
5.145E-5	-1.18E-02	4.00E-04	
5.15E-5	-1.18E-02	6.00E-04	
5.155E-5	-1.18E-02	6.00E-04	
5.16E-5	-1.18E-02	6.00E-04	
5.165E-5	-1.18E-02	6.00E-04	
5.17E-5	-1.18E-02	8.00E-04	
5.175E-5	-1.18E-02	4.00E-04	
5.18E-5	-1.18E-02	4.00E-04	
5.185E-5	-1.18E-02	6.00E-04	
5.19E-5	-1.20E-02	4.00E-04	
5.195E-5	-1.20E-02	6.00E-04	
5.2E-5	-1.20E-02	6.00E-04	
5.205E-5	-1.20E-02	6.00E-04	
5.21E-5	-1.20E-02	4.00E-04	
5.215E-5	-1.20E-02	6.00E-04	
5.22E-5	-1.20E-02	6.00E-04	
5.225E-5	-1.20E-02	4.00E-04	
5.23E-5	-1.20E-02	6.00E-04	
5.235E-5	-1.20E-02	4.00E-04	
5.24E-5	-1.20E-02	4.00E-04	
5.245E-5	-1.20E-02	4.00E-04	
5.25E-5	-1.20E-02	4.00E-04	
5.255E-5	-1.20E-02	4.00E-04	
5.26E-5	-1.20E-02	4.00E-04	
5.265E-5	-1.20E-02	6.00E-04	
5.27E-5	-1.20E-02	4.00E-04	
5.275E-5	-1.20E-02	4.00E-04	
5.28E-5	-1.20E-02	2.00E-04	
5.285E-5	-1.20E-02	4.00E-04	
5.29E-5	-1.20E-02	4.00E-04	
5.295E-5	-1.20E-02	4.00E-04	
5.3E-5	-1.20E-02	4.00E-04	
5.305E-5	-1.20E-02	4.00E-04	
5.31E-5	-1.20E-02	4.00E-04	
5.315E-5	-1.20E-02	4.00E-04	
5.32E-5	-1.20E-02	4.00E-04	
5.325E-5	-1.20E-02	4.00E-04	
5.33E-5	-1.20E-02	2.00E-04	
5.335E-5	-1.20E-02	4.00E-04	
5.34E-5	-1.20E-02	2.00E-04	
5.345E-5	-1.20E-02	4.00E-04	
5.35E-5	-1.20E-02	4.00E-04	
5.355E-5	-1.20E-02	2.00E-04	
5.36E-5	-1.20E-02	4.00E-04	
5.365E-5	-1.20E-02	2.00E-04	
5.37E-5	-1.20E-02	4.00E-04	
5.375E-5	-1.20E-02	2.00E-04	
5.38E-5	-1.20E-02	4.00E-04	
5.385E-5	-1.20E-02	2.00E-04	
5.39E-5	-1.20E-02	2.00E-04	
5.395E-5	-1.20E-02	2.00E-04	
5.4E-5	-1.20E-02	4.00E-04	
5.405E-5	-1.20E-02	2.00E-04	
5.41E-5	-1.20E-02	4.00E-04	
5.415E-5	-1.20E-02	2.00E-04	
5.42E-5	-1.20E-02	4.00E-04	
5.425E-5	-1.20E-02	2.00E-04	
5.43E-5	-1.20E-02	4.00E-04	
5.435E-5	-1.20E-02	2.00E-04	
5.44E-5	-1.20E-02	2.00E-04	
5.445E-5	-1.18E-02	4.00E-04	
5.45E-5	-1.18E-02	2.00E-04	
5.455E-5	-1.18E-02	2.00E-04	
5.46E-5	-1.18E-02	2.00E-04	
5.465E-5	-1.18E-02	4.00E-04	
5.47E-5	-1.18E-02	2.00E-04	
5.475E-5	-1.18E-02	2.00E-04	
5.48E-5	-1.18E-02	2.00E-04	
5.485E-5	-1.18E-02	2.00E-04	
5.49E-5	-1.18E-02	2.00E-04	
5.495E-5	-1.18E-02	4.00E-04	
5.5E-5	-1.18E-02	4.00E-04	
5.505E-5	-1.18E-02	4.00E-04	
5.51E-5	-1.18E-02	2.00E-04	
5.515E-5	-1.18E-02	2.00E-04	
5.52E-5	-1.18E-02	4.00E-04	
5.525E-5	-1.18E-02	2.00E-04	
5.53E-5	-1.18E-02	4.00E-04	
5.535E-5	-1.18E-02	2.00E-04	
5.54E-5	-1.18E-02	4.00E-04	
5.545E-5	-1.18E-02	2.00E-04	
5.55E-5	-1.18E-02	2.00E-04	
5.555E-5	-1.18E-02	2.00E-04	
5.56E-5	-1.18E-02	4.00E-04	
5.565E-5	-1.18E-02	6.00E-04	
5.57E-5	-1.18E-02	2.00E-04	
5.575E-5	-1.18E-02	4.00E-04	
5.58E-5	-1.18E-02	4.00E-04	
5.585E-5	-1.18E-02	4.00E-04	
5.59E-5	-1.18E-02	4.00E-04	
5.595E-5	-1.18E-02	2.00E-04	
5.6E-5	-1.18E-02	6.00E-04	
5.605E-5	-1.18E-02	6.00E-04	
5.61E-5	-1.18E-02	4.00E-04	
5.615E-5	-1.20E-02	6.00E-04	
5.62E-5	-1.20E-02	4.00E-04	
5.625E-5	-1.20E-02	6.00E-04	
5.63E-5	-1.20E-02	4.00E-04	
5.635E-5	-1.20E-02	4.00E-04	
5.64E-5	-1.20E-02	6.00E-04	
5.645E-5	-1.20E-02	4.00E-04	
5.65E-5	-1.20E-02	4.00E-04	
5.655E-5	-1.20E-02	6.00E-04	
5.66E-5	-1.20E-02	6.00E-04	
5.665E-5	-1.20E-02	8.00E-04	
5.67E-5	-1.20E-02	6.00E-04	
5.675E-5	-1.22E-02	6.00E-04	
5.68E-5	-1.22E-02	6.00E-04	
5.685E-5	-1.22E-02	6.00E-04	
5.69E-5	-1.22E-02	6.00E-04	
5.695E-5	-1.22E-02	6.00E-04	
5.7E-5	-1.22E-02	6.00E-04	
5.705E-5	-1.22E-02	6.00E-04	
5.71E-5	-1.22E-02	6.00E-04	
5.715E-5	-1.22E-02	6.00E-04	
5.72E-5	-1.22E-02	8.00E-04	
5.725E-5	-1.22E-02	8.00E-04	
5.73E-5	-1.22E-02	6.00E-04	
5.735E-5	-1.22E-02	6.00E-04	
5.74E-5	-1.22E-02	6.00E-04	
5.745E-5	-1.22E-02	8.00E-04	
5.75E-5	-1.24E-02	6.00E-04	
5.755E-5	-1.24E-02	6.00E-04	
5.76E-5	-1.24E-02	8.00E-04	
5.765E-5	-1.24E-02	8.00E-04	
5.77E-5	-1.24E-02	8.00E-04	
5.775E-5	-1.24E-02	8.00E-04	
5.78E-5	-1.24E-02	8.00E-04	
5.785E-5	-1.24E-02	8.00E-04	
5.79E-5	-1.24E-02	8.00E-04	
5.795E-5	-1.24E-02	6.00E-04	
5.8E-5	-1.24E-02	8.00E-04	
5.805E-5	-1.24E-02	8.00E-04	
5.81E-5	-1.24E-02	6.00E-04	
5.815E-5	-1.22E-02	8.00E-04	
5.82E-5	-1.22E-02	8.00E-04	
5.825E-5	-1.22E-02	8.00E-04	
5.83E-5	-1.22E-02	8.00E-04	
5.835E-5	-1.22E-02	8.00E-04	
5.84E-5	-1.22E-02	8.00E-04	
5.845E-5	-1.22E-02	8.00E-04	
5.85E-5	-1.22E-02	8.00E-04	
5.855E-5	-1.22E-02	8.00E-04	
5.86E-5	-1.22E-02	8.00E-04	
5.865E-5	-1.22E-02	8.00E-04	
5.87E-5	-1.22E-02	8.00E-04	
5.875E-5	-1.22E-02	8.00E-04	
5.88E-5	-1.22E-02	8.00E-04	
5.885E-5	-1.22E-02	8.00E-04	
5.89E-5	-1.22E-02	8.00E-04	
5.895E-5	-1.22E-02	8.00E-04	
5.9E-5	-1.22E-02	1.00E-03	
5.905E-5	-1.22E-02	8.00E-04	
5.91E-5	-1.22E-02	8.00E-04	
5.915E-5	-1.22E-02	8.00E-04	
5.92E-5	-1.20E-02	8.00E-04	
5.925E-5	-1.20E-02	8.00E-04	
5.93E-5	-1.20E-02	8.00E-04	
5.935E-5	-1.20E-02	8.00E-04	
5.94E-5	-1.20E-02	8.00E-04	
5.945E-5	-1.20E-02	8.00E-04	
5.95E-5	-1.22E-02	8.00E-04	
5.955E-5	-1.20E-02	8.00E-04	
5.96E-5	-1.20E-02	8.00E-04	
5.965E-5	-1.20E-02	6.00E-04	
5.97E-5	-1.20E-02	8.00E-04	
5.975E-5	-1.20E-02	8.00E-04	
5.98E-5	-1.20E-02	8.00E-04	
5.985E-5	-1.20E-02	8.00E-04	
5.99E-5	-1.20E-02	8.00E-04	
5.995E-5	-1.20E-02	8.00E-04	
6.E-5	-1.20E-02	6.00E-04	
6.005E-5	-1.20E-02	8.00E-04	
6.01E-5	-1.20E-02	8.00E-04	
6.015E-5	-1.20E-02	8.00E-04	
6.02E-5	-1.20E-02	8.00E-04	
6.025E-5	-1.20E-02	6.00E-04	
6.03E-5	-1.20E-02	8.00E-04	
6.035E-5	-1.20E-02	6.00E-04	
6.04E-5	-1.20E-02	8.00E-04	
6.045E-5	-1.20E-02	8.00E-04	
6.05E-5	-1.20E-02	8.00E-04	
6.055E-5	-1.20E-02	8.00E-04	
6.06E-5	-1.20E-02	6.00E-04	
